	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_3589	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__GR-WP33-30	f__	g__	s__
OTU_6406	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_4596	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacula	s__
OTU_8357	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__GOM Arc I	g__Candidatus Methanoperedens	s__
OTU_10651	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__S15A-MN16	f__	g__	s__
OTU_14189	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_8322	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus fulvus
OTU_7688	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_9288	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Syntrophus	s__
OTU_3261	k__Bacteria	p__Acidobacteria	c__Subgroup 22	o__	f__	g__	s__
OTU_176	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_6344	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_1518	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__	s__
OTU_8927	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
OTU_9388	k__Bacteria	p__Firmicutes	c__Clostridia	o__Thermoanaerobacterales	f__SRB2	g__	s__
OTU_2896	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__	s__
OTU_11322	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 2	f__	g__	s__
OTU_796	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__PAUC26f	g__	s__
OTU_280	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_6545	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_10091	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
OTU_2226	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__0319-6M6	g__	s__
OTU_5140	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_1249	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_2278	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__PAUC43f marine benthic group	f__	g__	s__
OTU_5422	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfurivibrio	s__
OTU_7448	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_5932	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_2689	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__	s__
OTU_2923	Unassigned	p__	c__	o__	f__	g__	s__
OTU_9987	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_8695	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__Phycisphaerales	f__AKAU3564 sediment group	g__	s__
OTU_11880	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__
OTU_10486	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pir4 lineage	s__
OTU_5092	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_3763	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__SJA-28	g__	s__
OTU_13652	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_9440	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_13202	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
OTU_66	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__
OTU_13932	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13970	k__Bacteria	p__Planctomycetes	c__Pla4 lineage	o__	f__	g__	s__
OTU_5692	k__Bacteria	p__Planctomycetes	c__vadinHA49	o__	f__	g__	s__
OTU_2832	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_2741	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadales Incertae Sedis	g__Acidibacter	s__
OTU_11839	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__
OTU_10790	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Sva0485	f__	g__	s__
OTU_907	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_3469	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Ornatilinea	s__
OTU_188	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__OM1 clade	g__	s__
OTU_7952	Unassigned	p__	c__	o__	f__	g__	s__
OTU_1706	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_7039	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_3182	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_5775	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_2035	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__M20-Pitesti	g__	s__
OTU_4991	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	s__
OTU_2807	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_5176	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV26	g__	s__
OTU_2441	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
OTU_3651	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
OTU_1345	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dyella	s__
OTU_5133	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_3570	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__RB41	g__	s__
OTU_2800	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Hydrogenophilales	f__Hydrogenophilaceae	g__	s__
OTU_981	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_1829	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__	s__
OTU_10625	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7845	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_3019	k__Bacteria	p__Lentisphaerae	c__PBS-III-20	o__	f__	g__	s__
OTU_3874	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Rhodopirellula	s__
OTU_5676	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Parafilimonas	s__
OTU_186	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__
OTU_2715	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Roseomonas	s__
OTU_3476	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_7064	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__11-24	g__	s__
OTU_1153	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_8544	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__GIF9	f__	g__	s__
OTU_12123	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pir4 lineage	s__
OTU_2090	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Defluviicoccus	s__
OTU_13803	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
OTU_8385	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_8493	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_4417	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_7060	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Terrimonas	s__
OTU_2501	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__SJA-28	g__	s__
OTU_5724	Unassigned	p__	c__	o__	f__	g__	s__
OTU_10162	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Arcticibacter	s__
OTU_10673	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Leisingera	s__
OTU_2956	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_1359	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_13541	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__	s__
OTU_1705	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_9537	Unassigned	p__	c__	o__	f__	g__	s__
OTU_12574	Unassigned	p__	c__	o__	f__	g__	s__
OTU_2812	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__MSBL9	f__	g__	s__
OTU_2925	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__	s__
OTU_2413	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_9573	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Sulfuricurvum	s__
OTU_9726	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_1725	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_5138	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__GR-WP33-30	f__	g__	s__
OTU_3907	k__Bacteria	p__Actinobacteria	c__OPB41	o__	f__	g__	s__
OTU_6082	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella	s__
OTU_831	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__vadinBC27 wastewater-sludge group	s__
OTU_12243	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_5783	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Deltaproteobacteria Incertae Sedis	f__Syntrophorhabdaceae	g__Syntrophorhabdus	s__
OTU_2864	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_678	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_5934	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__	s__
OTU_10461	k__Bacteria	p__Acidobacteria	c__Subgroup 22	o__	f__	g__	s__
OTU_405	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__	s__
OTU_2577	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_766	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__	s__
OTU_2053	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_5478	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_10926	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__Phycisphaerales	f__	g__	s__
OTU_4614	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_13934	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7170	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylocaldum	s__
OTU_2774	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_5106	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_822	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 25	f__	g__	s__
OTU_520	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_258	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Holophagales	f__Holophagaceae	g__	s__
OTU_3588	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
OTU_1257	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_2778	k__Archaea	p__Miscellaneous Crenarchaeotic Group	c__	o__	f__	g__	s__
OTU_5630	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Adhaeribacter	s__
OTU_10585	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhizobacter	s__
OTU_4068	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	s__
OTU_5108	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__BIrii41	g__	s__
OTU_793	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__OCS116 clade	f__	g__	s__
OTU_1631	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__	s__
OTU_1942	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_11501	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Porticoccaceae	g__C1-B045	s__
OTU_1460	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__TRA3-20	f__	g__	s__
OTU_7537	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_12028	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_10263	k__Bacteria	p__Bacteroidetes	c__SB-5	o__	f__	g__	s__
OTU_2029	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_2488	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__PHOS-HE51	g__	s__
OTU_12185	k__Bacteria	p__Armatimonadetes	c__Chthonomonadetes	o__Chthonomonadales	f__	g__	s__
OTU_3017	k__Bacteria	p__Chloroflexi	c__S085	o__	f__	g__	s__
OTU_1351	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__	s__
OTU_4953	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Candidatus Solibacter	s__
OTU_3435	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__Gaiella	s__
OTU_4127	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_2819	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_5483	k__Archaea	p__Euryarchaeota	c__Thermoplasmata	o__Thermoplasmatales	f__Marine Benthic Group D and DHVEG-1	g__	s__
OTU_11625	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionI	f__FamilyI	g__	s__
OTU_11213	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Flammeovirgaceae	g__Reichenbachiella	s__
OTU_2075	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__
OTU_5398	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__	s__
OTU_4523	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__GR-WP33-58	g__	s__
OTU_4498	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__	g__	s__
OTU_7025	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_5594	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Gemmata	s__
OTU_451	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__KCLunmb-38-53	f__	g__	s__
OTU_8523	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Terrisporobacter	s__
OTU_2314	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_1050	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Roseiflexaceae	g__Roseiflexus	s__
OTU_5383	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Dongia	s__
OTU_5853	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__
OTU_10590	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_2262	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_11964	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_4585	Unassigned	p__	c__	o__	f__	g__	s__
OTU_1304	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
OTU_2690	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_364	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
OTU_3430	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 2	f__	g__	s__
OTU_1063	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
OTU_2922	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_14022	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_14200	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__PHOS-HE51	g__	s__
OTU_4792	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Woodsholea	s__
OTU_8012	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__TRA3-20	f__	g__	s__
OTU_3333	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Candidatus Solibacter	s__
OTU_6797	k__Bacteria	p__Armatimonadetes	c__Chthonomonadetes	o__Chthonomonadales	f__	g__	s__
OTU_6796	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_5945	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_10247	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
OTU_5682	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__MSBL9	f__	g__	s__
OTU_3602	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__
OTU_6433	k__Bacteria	p__Chloroflexi	c__KD4-96	o__	f__	g__	s__
OTU_3624	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_13753	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_10476	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_4512	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
OTU_13712	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU_9700	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_4815	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_13784	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_2331	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 7	f__	g__	s__
OTU_8863	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_12894	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__GAL15	s__
OTU_882	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_2560	Unassigned	p__	c__	o__	f__	g__	s__
OTU_7683	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_931	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_1091	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Sh765B-TzT-29	f__	g__	s__
OTU_9570	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__GR-WP33-30	f__	g__	s__
OTU_4330	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Neptunomonas	s__
OTU_14217	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_6609	k__Bacteria	p__Armatimonadetes	c__Chthonomonadetes	o__Chthonomonadales	f__Chthonomonadaceae	g__Chthonomonas	s__
OTU_1806	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Flavisolibacter	s__
OTU_2964	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Gallionellaceae	g__Sideroxydans	s__
OTU_5408	k__Archaea	p__Thaumarchaeota	c__South African Gold Mine Gp 1(SAGMCG-1)	o__	f__	g__	s__
OTU_3079	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 17	f__	g__	s__
OTU_10820	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	g__Proteiniclasticum	s__
OTU_8586	k__Bacteria	p__Chlamydiae	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__	s__
OTU_1930	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidia Incertae Sedis	f__Draconibacteriaceae	g__	s__
OTU_418	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 2	g__Anoxynatronum	s__
OTU_2944	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_984	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_8605	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__
OTU_3621	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Variibacter	s__
OTU_8823	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Eel-36e1D6	g__	s__
OTU_4241	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_2673	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_3428	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_5506	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__
OTU_237	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_8828	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Candidatus Anammoximicrobium	s__
OTU_1457	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	g__Clostridium sensu stricto 12	s__
OTU_13950	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV26	g__	s__
OTU_3560	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
